Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Purchase Date,Purchase Day,Purchase Month,Purchase Year,Shipping Type,Unit Price,Quantity,Add-ons Purchased,Add-on Total,Total Price
1018,34,Male,No,Smartphone,SKU1001,5,Completed,Paypal,23/07/2024,23,7,2024,Express, $20.75 ,6,"Impulse Item,Extended Warranty", $70.39 , $194.89 
1019,45,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,14/03/2024,14,3,2024,Express, $20.75 ,4,No Add-On Added, $-   , $83.00 
1019,45,Male,No,Tablet,SKU1002,3,Completed,Cash,20/04/2024,20,4,2024,Express, $247.03 ,4,"Impulse Item,Impulse Item", $37.87 ," $1,025.99 "
1019,45,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,21/07/2024,21,7,2024,Express, $844.83 ,1,Accessory, $49.17 , $894.00 
1020,57,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,02/12/2023,2,12,2023,Express, $844.83 ,4,"Impulse Item,Accessory,Extended Warranty", $37.13 ," $3,416.45 "
1021,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,20/03/2024,20,3,2024,Overnight, $844.83 ,1,"Accessory,Extended Warranty", $49.54 , $894.37 
1022,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,27/04/2024,27,4,2024,Overnight, $844.83 ,8,"Impulse Item,Accessory,Impulse Item", $73.49 ," $6,832.13 "
1024,49,Female,No,Smartphone,SKU1004,2,Completed,Cash,10/07/2024,10,7,2024,Overnight, $791.19 ,2,"Extended Warranty,Impulse Item", $51.93 ," $1,634.31 "
1025,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,29/01/2024,29,1,2024,Overnight, $463.96 ,6,No Add-On Added, $-   ," $2,783.76 "
1025,77,Male,No,Smartphone,SKU1001,5,Completed,Cash,28/08/2024,28,8,2024,Express, $20.75 ,4,"Extended Warranty,Extended Warranty", $77.78 , $160.78 
1027,22,Male,No,Smartphone,SKU1004,2,Completed,Paypal,28/11/2023,28,11,2023,Overnight, $791.19 ,6,No Add-On Added, $-   ," $4,747.14 "
1028,79,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,30/11/2023,30,11,2023,Overnight, $844.83 ,8,No Add-On Added, $-   ," $6,758.64 "
1030,69,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,27/02/2024,27,2,2024,Express, $844.83 ,5,"Accessory,Impulse Item,Accessory", $46.03 ," $4,270.18 "
1031,20,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,21/01/2024,21,1,2024,Express, $844.83 ,7,No Add-On Added, $-   ," $5,913.81 "
1031,20,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,03/09/2024,3,9,2024,Overnight, $20.75 ,5,"Accessory,Accessory", $17.79 , $121.54 
1033,54,Female,No,Tablet,SKU1002,3,Completed,Debit Card,30/11/2023,30,11,2023,Overnight, $247.03 ,4,No Add-On Added, $-   , $988.12 
1033,54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,12/01/2024,12,1,2024,Standard, $791.19 ,4,"Accessory,Accessory", $49.24 ," $3,214.00 "
1035,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,24/09/2023,24,9,2023,Standard, $20.75 ,9,No Add-On Added, $-   , $186.75 
1035,32,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,25/03/2024,25,3,2024,Standard, $20.75 ,3,"Accessory,Accessory", $33.56 , $95.81 
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,12/10/2023,12,10,2023,Standard, $791.19 ,5,"Extended Warranty,Impulse Item", $56.62 ," $4,012.57 "
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,28/01/2024,28,1,2024,Express, $791.19 ,1,No Add-On Added, $-   , $791.19 
1038,56,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,08/07/2024,8,7,2024,Overnight, $844.83 ,5,Extended Warranty, $10.00 ," $4,234.15 "
1038,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,29/07/2024,29,7,2024,Standard, $844.83 ,6,No Add-On Added, $-   ," $5,068.98 "
1038,56,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,17/08/2024,17,8,2024,Express, $20.75 ,7,"Accessory,Extended Warranty", $47.94 , $193.19 
1038,56,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,23/09/2024,23,9,2024,Overnight, $791.19 ,7,"Extended Warranty,Accessory", $26.01 ," $5,564.34 "
1039,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,31/08/2024,31,8,2024,Standard, $247.03 ,7,No Add-On Added, $-   ," $1,729.21 "
1040,45,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,16/10/2023,16,10,2023,Standard, $791.19 ,8,"Accessory,Extended Warranty,Extended Warranty", $92.79 ," $6,422.31 "
1042,65,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,26/06/2024,26,6,2024,Overnight, $20.75 ,7,"Impulse Item,Impulse Item", $53.02 , $198.27 
1042,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,16/07/2024,16,7,2024,Overnight, $844.83 ,7,"Impulse Item,Accessory,Extended Warranty", $111.25 ," $6,025.06 "
1043,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,05/03/2024,5,3,2024,Overnight, $20.75 ,10,No Add-On Added, $-   , $207.50 
1047,73,Male,No,Tablet,SKU1002,3,Completed,Debit Card,11/12/2023,11,12,2023,Express, $247.03 ,10,"Accessory,Impulse Item", $63.23 ," $2,533.53 "
1048,67,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,28/10/2023,28,10,2023,Express, $247.03 ,10,No Add-On Added, $-   ," $2,470.30 "
1049,50,Female,No,Smartphone,SKU1001,5,Completed,Paypal,25/06/2024,25,6,2024,Standard, $20.75 ,7,"Accessory,Impulse Item,Accessory", $86.36 , $231.61 
1052,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,03/08/2024,3,8,2024,Standard, $844.83 ,6,Accessory, $45.46 ," $5,114.44 "
1053,79,Female,No,Laptop,SKU1005,3,Completed,Debit Card,20/12/2023,20,12,2023,Standard, $463.96 ,9,"Impulse Item,Impulse Item,Accessory", $88.30 ," $4,263.94 "
1054,30,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,08/05/2024,8,5,2024,Standard, $20.75 ,3,"Impulse Item,Extended Warranty,Impulse Item", $79.90 , $142.15 
1056,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,27/04/2024,27,4,2024,Overnight, $463.96 ,4,"Accessory,Extended Warranty", $41.24 ," $1,897.08 "
1057,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,22/10/2023,22,10,2023,Express, $844.83 ,9,No Add-On Added, $-   ," $7,603.47 "
1057,71,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,28/03/2024,28,3,2024,Express, $247.03 ,6,"Extended Warranty,Accessory,Impulse Item", $116.77 ," $1,598.95 "
1058,21,Female,No,Smartphone,SKU1001,5,Completed,Paypal,12/06/2024,12,6,2024,Overnight, $20.75 ,8,"Impulse Item,Accessory,Accessory", $92.57 , $258.57 
1058,21,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,08/07/2024,8,7,2024,Express, $791.19 ,5,No Add-On Added, $-   ," $3,955.95 "
1059,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,22/02/2024,22,2,2024,Overnight, $463.96 ,7,"Extended Warranty,Extended Warranty", $66.17 ," $3,313.89 "
1059,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,27/06/2024,27,6,2024,Express, $463.96 ,1,Extended Warranty, $5.52 , $469.48 
1060,72,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,28/09/2023,28,9,2023,Standard, $463.96 ,4,"Accessory,Impulse Item,Extended Warranty", $52.01 ," $1,907.85 "
1060,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,07/12/2023,7,12,2023,Overnight, $247.03 ,6,Impulse Item, $31.89 ," $1,514.07 "
1060,72,Male,No,Smartphone,SKU1004,2,Completed,Paypal,29/01/2024,29,1,2024,Overnight, $791.19 ,2,Impulse Item, $49.59 ," $1,631.97 "
1061,56,Male,Yes,Tablet,SKU1002,3,Completed,Cash,25/10/2023,25,10,2023,Standard, $247.03 ,8,Impulse Item, $14.49 ," $1,990.73 "
1061,56,Male,No,Laptop,SKU1005,3,Completed,Paypal,21/05/2024,21,5,2024,Express, $463.96 ,1,"Impulse Item,Accessory", $83.41 , $547.37 
1062,62,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,23/03/2024,23,3,2024,Standard, $791.19 ,8,"Impulse Item,Extended Warranty", $26.24 ," $6,355.76 "
1063,64,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,25/04/2024,25,4,2024,Standard, $463.96 ,4,No Add-On Added, $-   ," $1,855.84 "
1063,64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,08/07/2024,8,7,2024,Express, $791.19 ,3,Extended Warranty, $6.47 ," $2,380.04 "
1066,44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,28/02/2024,28,2,2024,Standard, $791.19 ,3,"Accessory,Extended Warranty,Impulse Item", $43.16 ," $2,416.73 "
1066,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,13/07/2024,13,7,2024,Overnight, $791.19 ,3,"Extended Warranty,Impulse Item", $40.68 ," $2,414.25 "
1067,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,17/10/2023,17,10,2023,Standard, $247.03 ,7,No Add-On Added, $-   ," $1,729.21 "
1067,49,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,30/12/2023,30,12,2023,Standard, $844.83 ,2,"Impulse Item,Accessory,Impulse Item", $81.55 ," $1,771.21 "
1069,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,21/05/2024,21,5,2024,Standard, $20.75 ,7,"Accessory,Extended Warranty", $96.61 , $241.86 
1070,30,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,29/11/2023,29,11,2023,Standard, $20.75 ,3,Extended Warranty, $6.30 , $68.55 
1071,54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,17/06/2024,17,6,2024,Overnight, $844.83 ,9,No Add-On Added, $-   ," $7,603.47 "
1073,46,Female,No,Tablet,SKU1002,3,Completed,Cash,11/07/2024,11,7,2024,Standard, $247.03 ,9,Accessory, $8.66 ," $2,231.93 "
1073,46,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,12/09/2024,12,9,2024,Express, $247.03 ,8,Extended Warranty, $46.38 ," $2,022.62 "
1074,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,06/11/2023,6,11,2023,Standard, $844.83 ,9,"Accessory,Impulse Item", $58.95 ," $7,662.42 "
1077,26,Male,No,Smartphone,SKU1004,2,Completed,Cash,26/12/2023,26,12,2023,Express, $791.19 ,3,Extended Warranty, $12.28 ," $2,385.85 "
1077,26,Male,No,Tablet,SKU1002,3,Completed,Cash,14/05/2024,14,5,2024,Overnight, $247.03 ,6,"Impulse Item,Accessory", $12.86 ," $1,495.04 "
1079,64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,24/10/2023,24,10,2023,Standard, $20.75 ,2,Impulse Item, $25.61 , $67.11 
1079,64,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,12/09/2024,12,9,2024,Overnight, $791.19 ,4,Impulse Item, $8.16 ," $3,172.92 "
1079,64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,15/09/2024,15,9,2024,Overnight, $791.19 ,3,"Extended Warranty,Accessory,Extended Warranty", $101.06 ," $2,474.63 "
1080,55,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,03/01/2024,3,1,2024,Standard, $791.19 ,4,No Add-On Added, $-   ," $3,164.76 "
1080,55,Female,No,Tablet,SKU1002,3,Completed,Credit Card,18/08/2024,18,8,2024,Express, $247.03 ,1,Impulse Item, $16.65 , $263.68 
1083,24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,29/07/2024,29,7,2024,Overnight, $844.83 ,4,No Add-On Added, $-   ," $3,379.32 "
1085,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,11/10/2023,11,10,2023,Express, $20.75 ,1,"Impulse Item,Impulse Item,Extended Warranty", $91.36 , $112.11 
1085,74,Male,No,Tablet,SKU1002,3,Completed,Cash,02/05/2024,2,5,2024,Overnight, $247.03 ,3,Extended Warranty, $10.04 , $751.13 
1086,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,01/07/2024,1,7,2024,Overnight, $20.75 ,8,Accessory, $25.72 , $191.72 
1089,45,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,09/08/2024,9,8,2024,Express, $791.19 ,5,No Add-On Added, $-   ," $3,955.95 "
1090,31,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,04/05/2024,4,5,2024,Express, $247.03 ,3,Extended Warranty, $22.88 , $763.97 
1091,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,22/03/2024,22,3,2024,Express, $844.83 ,2,"Impulse Item,Extended Warranty", $14.52 ," $1,704.18 "
1093,56,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,27/04/2024,27,4,2024,Express, $791.19 ,9,Impulse Item, $29.11 ," $7,149.82 "
1094,65,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,07/05/2024,7,5,2024,Overnight, $20.75 ,1,No Add-On Added, $-   , $20.75 
1096,20,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,13/12/2023,13,12,2023,Standard, $20.75 ,2,Accessory, $27.89 , $69.39 
1096,20,Female,No,Laptop,SKU1005,3,Completed,Cash,15/05/2024,15,5,2024,Overnight, $463.96 ,10,"Extended Warranty,Extended Warranty", $85.32 ," $4,724.92 "
1097,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,25/03/2024,25,3,2024,Express, $247.03 ,4,"Accessory,Accessory", $51.12 ," $1,039.24 "
1099,68,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,09/10/2023,9,10,2023,Standard, $791.19 ,2,"Impulse Item,Extended Warranty,Impulse Item", $100.12 ," $1,682.50 "
1099,68,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,31/05/2024,31,5,2024,Overnight, $463.96 ,3,No Add-On Added, $-   ," $1,391.88 "
1100,63,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,29/02/2024,29,2,2024,Express, $247.03 ,3,Extended Warranty, $35.79 , $776.88 
1100,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,19/05/2024,19,5,2024,Overnight, $844.83 ,4,"Impulse Item,Impulse Item,Extended Warranty", $48.78 ," $3,428.10 "
1101,33,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,09/10/2023,9,10,2023,Standard, $20.75 ,10,"Accessory,Accessory", $88.38 , $295.88 
1101,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,25/10/2023,25,10,2023,Overnight, $791.19 ,1,Impulse Item, $32.35 , $823.54 
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Cash,23/05/2024,23,5,2024,Overnight, $20.75 ,2,"Impulse Item,Extended Warranty,Impulse Item", $125.35 , $166.85 
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Paypal,23/07/2024,23,7,2024,Express, $20.75 ,3,"Impulse Item,Accessory", $77.61 , $139.86 
1102,55,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,06/08/2024,6,8,2024,Express, $20.75 ,8,No Add-On Added, $-   , $166.00 
1105,42,Female,No,Tablet,SKU1002,3,Completed,Debit Card,20/09/2024,20,9,2024,Overnight, $247.03 ,6,"Impulse Item,Accessory,Extended Warranty", $102.00 ," $1,584.18 "
1109,37,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,25/03/2024,25,3,2024,Overnight, $463.96 ,4,"Accessory,Impulse Item,Accessory", $104.93 ," $1,960.77 "
1109,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,13/07/2024,13,7,2024,Overnight, $20.75 ,9,Accessory, $42.66 , $229.41 
1110,76,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,11/07/2024,11,7,2024,Express, $20.75 ,10,No Add-On Added, $-   , $207.50 
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,15/02/2024,15,2,2024,Overnight, $247.03 ,9,"Accessory,Accessory", $63.79 ," $2,287.06 "
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,19/06/2024,19,6,2024,Express, $247.03 ,9,"Extended Warranty,Extended Warranty", $48.57 ," $2,271.84 "
1114,25,Female,No,Smartphone,SKU1004,2,Completed,Paypal,31/01/2024,31,1,2024,Overnight, $791.19 ,6,"Impulse Item,Extended Warranty,Extended Warranty", $71.97 ," $4,819.11 "
1115,31,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,30/12/2023,30,12,2023,Overnight, $791.19 ,1,"Impulse Item,Accessory", $53.95 , $845.14 
1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,04/06/2024,4,6,2024,Overnight, $844.83 ,1,No Add-On Added, $-   , $844.83 
1115,31,Female,No,Tablet,SKU1002,3,Completed,Debit Card,10/09/2024,10,9,2024,Standard, $247.03 ,1,No Add-On Added, $-   , $247.03 
1116,55,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,10/01/2024,10,1,2024,Overnight, $463.96 ,9,Extended Warranty, $15.85 ," $4,191.49 "
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,20/05/2024,20,5,2024,Express, $463.96 ,9,No Add-On Added, $-   ," $4,175.64 "
1117,34,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,06/03/2024,6,3,2024,Overnight, $844.83 ,2,"Impulse Item,Accessory", $48.25 ," $1,737.91 "
1119,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,12/01/2024,12,1,2024,Standard, $247.03 ,6,"Accessory,Impulse Item", $65.34 ," $1,547.52 "
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,13/12/2023,13,12,2023,Express, $20.75 ,9,Extended Warranty, $48.52 , $235.27 
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,25/02/2024,25,2,2024,Express, $20.75 ,5,No Add-On Added, $-   , $103.75 
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,15/09/2024,15,9,2024,Express, $791.19 ,7,No Add-On Added, $-   ," $5,538.33 "
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,09/04/2024,9,4,2024,Overnight, $844.83 ,8,"Extended Warranty,Accessory", $54.15 ," $6,812.79 "
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,12/08/2024,12,8,2024,Standard, $791.19 ,1,Accessory, $5.86 , $797.05 
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,12/02/2024,12,2,2024,Overnight, $463.96 ,4,No Add-On Added, $-   ," $1,855.84 "
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,26/02/2024,26,2,2024,Standard, $463.96 ,8,"Extended Warranty,Accessory,Extended Warranty", $85.04 ," $3,796.72 "
1124,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,05/09/2024,5,9,2024,Overnight, $791.19 ,4,"Impulse Item,Extended Warranty,Impulse Item", $104.82 ," $3,269.58 "
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,08/01/2024,8,1,2024,Express, $844.83 ,7,No Add-On Added, $-   ," $5,913.81 "
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,24/08/2024,24,8,2024,Standard, $463.96 ,8,"Impulse Item,Impulse Item,Accessory", $67.21 ," $3,778.89 "
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,06/12/2023,6,12,2023,Express, $844.83 ,8,"Impulse Item,Impulse Item", $65.02 ," $6,823.66 "
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,22/03/2024,22,3,2024,Express, $20.75 ,8,"Extended Warranty,Accessory,Accessory", $63.03 , $229.03 
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,09/12/2023,9,12,2023,Overnight, $20.75 ,1,No Add-On Added, $-   , $20.75 
1130,75,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,04/11/2023,4,11,2023,Express, $791.19 ,6,"Impulse Item,Extended Warranty", $46.92 ," $4,794.06 "
1132,18,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,02/05/2024,2,5,2024,Standard, $20.75 ,6,"Extended Warranty,Extended Warranty", $48.93 , $173.43 
1133,25,Male,No,Laptop,SKU1005,3,Completed,Cash,27/03/2024,27,3,2024,Express, $463.96 ,3,Accessory, $39.14 ," $1,431.02 "
1133,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,06/07/2024,6,7,2024,Standard, $844.83 ,8,"Extended Warranty,Extended Warranty,Impulse Item", $81.34 ," $6,839.98 "
1134,23,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,01/12/2023,1,12,2023,Express, $791.19 ,8,"Extended Warranty,Impulse Item", $68.66 ," $6,398.18 "
1134,23,Male,No,Laptop,SKU1005,3,Completed,Debit Card,22/12/2023,22,12,2023,Overnight, $463.96 ,2,"Impulse Item,Extended Warranty", $43.76 , $971.68 
1134,23,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,10/06/2024,10,6,2024,Express, $463.96 ,8,"Extended Warranty,Extended Warranty,Extended Warranty", $102.64 ," $3,814.32 "
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,22/07/2024,22,7,2024,Standard, $791.19 ,9,No Add-On Added, $-   ," $7,120.71 "
1136,20,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,14/12/2023,14,12,2023,Overnight, $844.83 ,1,Accessory, $41.06 , $885.89 
1139,56,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,21/09/2024,21,9,2024,Overnight, $791.19 ,8,"Extended Warranty,Extended Warranty,Accessory", $46.71 ," $6,376.23 "
1141,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,02/12/2023,2,12,2023,Express, $20.75 ,1,Extended Warranty, $11.92 , $32.67 
1141,61,Male,No,Laptop,SKU1005,3,Completed,Credit Card,30/12/2023,30,12,2023,Standard, $463.96 ,3,Impulse Item, $42.12 ," $1,434.00 "
1141,61,Male,No,Laptop,SKU1005,3,Completed,Debit Card,14/04/2024,14,4,2024,Standard, $463.96 ,8,"Impulse Item,Extended Warranty", $60.23 ," $3,771.91 "
1142,63,Female,No,Laptop,SKU1005,3,Completed,Cash,26/10/2023,26,10,2023,Standard, $463.96 ,9,Accessory, $33.15 ," $4,208.79 "
1143,27,Female,No,Smartwatch,SKU1003,3,Completed,Cash,06/12/2023,6,12,2023,Express, $844.83 ,4,No Add-On Added, $-   ," $3,379.32 "
1144,42,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,26/02/2024,26,2,2024,Overnight, $844.83 ,1,"Extended Warranty,Accessory", $89.92 , $934.75 
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Cash,19/01/2024,19,1,2024,Overnight, $20.75 ,4,Extended Warranty, $16.42 , $99.42 
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Paypal,23/05/2024,23,5,2024,Express, $20.75 ,3,Extended Warranty, $23.28 , $85.53 
1145,75,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,13/09/2024,13,9,2024,Express, $844.83 ,6,Extended Warranty, $12.00 ," $5,080.98 "
1147,24,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,19/07/2024,19,7,2024,Overnight, $844.83 ,10,"Impulse Item,Accessory,Accessory", $85.51 ," $8,533.81 "
1148,77,Female,Yes,Tablet,SKU1002,3,Completed,Cash,05/03/2024,5,3,2024,Standard, $247.03 ,10,No Add-On Added, $-   ," $2,470.30 "
1148,77,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,14/03/2024,14,3,2024,Standard, $463.96 ,2,No Add-On Added, $-   , $927.92 
